SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,experimental class
4.895,3.4879,1,0,1,0,3,41.2,1,2,2,0,3.512,1.16,10.099,4,1.043,1.124,0,1,0,1.278,1,0,1,0,2.292,-0.008,0,20.423,1.696,0,2,2,0,3.974,3.01,1,8.886,0,1,NRB
5.402,3.7849,1,0,1,1,3,41.2,1,2,3,0,3.76,1.197,10.666,4,1.133,1.184,0,1,1,1.15,1,0,1,0,2.403,0.001,0,20.484,1.679,0,2,2,0,3.991,4.026,1,9.077,0,4,NRB
5.006,3.7801,1,0,2,0,3,37.5,0,4,4,0,3.703,1.23,10.309,8,1.108,1.137,0,2,0,1.231,1,0,1,0,2.338,-0.003,0,41.044,1.873,0,3,4,0,4.032,3.624,2,9.141,0,1,NRB
4.895,3.54,2,0,1,0,3,42.9,0,2,2,0,3.647,1.16,10.099,4,1.084,1.117,0,1,0,1.296,1,0,1,0,2.292,-0.008,0,20.337,1.696,0,3,2,0,4.073,3.202,1,9.118,0,2,NRB
4.958,3.5995,2,0,1,0,3,42.9,0,2,2,0,3.647,1.16,10.099,4,1.084,1.117,0,1,0,1.299,1,0,1,0,2.303,-0.008,0,20.422,1.602,0,3,2,0,4.057,3.202,1,9.118,0,2,NRB
5.098,2.6361,0,0,10,0,2,44.8,0,0,8,0.011,3.695,0.875,10.386,0,0.99,1.123,0,0,0,1.287,2,0,0,1,2.358,0,0,0,2.298,0,2,4,3,3.746,2.25,3,8.719,0,0,NRB
4.77,3.0583,0,0,0,0,2,45,1,1,0,1.014,3.217,1.185,9.882,2,0.987,1.114,0,0,0,1.288,1,0,0,0,2.236,0.014,0,0,1.74,0,1,0,1,3.69,2.4,0,8.228,0,0,NRB
4.947,2.9807,0,0,0,0,2,40,2,1,0,0,3.266,1.455,9.974,3,0.981,1.125,0,0,0,1.253,1,0,0,0,2.282,-0.007,0,0,1.887,0,1,0,1,3.683,2.197,0,8.152,0,0,NRB
4.805,2.8459,0,0,0,0,2,40,2,1,0,0,3.266,1.455,9.947,2,0.981,1.125,0,0,0,1.25,1,0,0,0,2.251,-0.007,0,0,2.041,0,1,0,1,3.657,2.197,0,8.148,0,0,NRB
5.459,2.9274,0,0,0,2,2,37.8,5,1,0,0,3.547,1.571,10.843,2,0.974,1.129,0,0,0,1.265,1,0,0,0,2.378,-0.001,0,0,2.74,0,1,0,1,3.704,2.089,0,8.48,0,0,NRB
4.793,1.9089,0,0,0,0,2,36.7,1,1,0,0,3.74,3.025,10.128,3,0.971,1.131,0,0,0,1.238,1,0,0,0,2.236,0,0,0,6.687,0,1,0,1,3.657,1.886,0,8.397,0,0,NRB
5.466,3.3208,0,0,0,2,3,37.2,6,1,0,0,3.66,1.494,10.995,3,0.972,1.13,0,0,0,1.245,1,0,0,0,2.436,0,0,0,2.399,0,1,0,1,3.798,2.029,0,8.588,0,0,NRB
5.422,3.3311,0,0,0,2,3,37.8,6,1,0,0,3.551,1.161,10.929,3,0.974,1.129,0,0,0,1.265,1,0,0,0,2.417,-0.001,0,0,2.084,0,1,0,1,3.799,2.1,0,8.548,0,0,NRB
5.102,3.2259,0,0,0,0,3,38.7,4,1,0,0,3.419,1.23,10.328,4,0.977,1.127,0,0,0,1.26,1,0,0,0,2.358,-0.002,0,0,1.856,0,1,0,1,3.765,2.128,0,8.348,0,0,NRB
5.375,3.2786,0,0,0,1,3,39.3,4,1,0,0,3.351,1.124,10.524,3,0.978,1.126,0,0,0,1.266,1,0,0,0,2.368,0.004,0,0,1.671,0,1,0,1,3.766,2.188,0,8.354,0,0,NRB
4.958,3.1448,0,0,0,0,3,40,3,1,0,0,3.272,1.16,10.099,3,0.981,1.125,0,0,0,1.268,1,0,0,0,2.303,-0.007,0,0,1.602,0,1,0,1,3.731,2.212,0,8.236,0,0,NRB
5.489,3.563,0,0,0,2,4,37.2,7,1,0,0,3.664,1.194,11.033,4,0.972,1.13,0,0,0,1.253,1,0,0,0,2.463,0,0,0,1.828,0,1,0,1,3.852,2.039,0,8.65,0,0,NRB
5.489,3.5897,0,0,0,2,4,36.6,7,2,0,0,3.678,1.194,11.033,6,0.982,1.132,0,0,0,1.237,1,0,0,0,2.463,0,0,0,1.828,0,1,0,2,3.853,2.275,0,8.662,0,0,NRB
4.709,2.1739,0,0,0,0,3,50,0,1,0,0,3.558,0.544,10.149,2,0.986,1.104,0,0,0,1.304,2,0,0,0,2.259,-0.001,0,0,2.952,0,1,0,1,3.676,2.179,0,8.558,0,0,NRB
4.817,2.0469,0,0,0,0,2,39.4,2,2,0,0,3.573,1.169,10.26,3,0.988,1.126,0,0,0,1.215,2,0,0,0,2.301,0,0,0,3.268,0,1,0,0,3.665,1.967,0,8.497,0,0,NRB
4.845,2.7759,0,0,0,0,2,36.8,2,2,0,0,3.601,2.125,10.029,6,0.984,1.131,0,0,0,1.217,1,0,0,0,2.27,0,0,0,3.574,0,2,0,0,3.678,1.958,0,8.337,0,0,NRB
5.377,3.3527,0,0,0,1,3,37.9,3,2,0,0,3.437,1.23,10.559,5,0.99,1.129,0,0,0,1.23,1,0,0,0,2.375,-0.002,0,0,1.809,0,2,0,1,3.774,2.288,0,8.414,0,0,NRB
4.953,3.6002,0,0,2,0,2,38.9,0,3,2,0,3.37,1.273,9.975,6,1.041,1.132,0,1,0,1.21,1,0,0,0,2.288,-0.008,0,20.612,1.602,0,2,2,0,3.861,2.985,1,8.551,0,0,NRB
4.965,3.6001,0,0,1,0,3,38.9,1,3,3,0,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.218,1,0,0,0,2.305,-0.008,0,20.537,1.553,0,2,2,1,3.88,3.182,1,8.601,0,0,NRB
4.958,3.552,0,0,1,0,3,38.9,1,3,3,0,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.226,1,0,0,0,2.303,-0.008,0,20.514,1.602,0,2,2,1,3.876,3.182,1,8.601,0,0,NRB
4.895,3.4973,0,0,1,0,3,38.9,1,3,2,0,3.375,1.16,10.099,7,1.041,1.132,0,1,0,1.222,1,0,0,0,2.292,-0.008,0,20.318,1.696,0,2,2,1,3.863,3.182,1,8.601,0,0,NRB
5.171,3.8233,0,0,4,0,4,34.5,2,5,4,0,3.798,1.45,10.639,11,1.043,1.142,0,2,0,1.196,1,0,0,0,2.417,0,0,42.668,1.814,0,3,4,1,3.972,3.265,2,9.052,0,0,NRB
4.732,3.3162,1,0,0,0,2,46.2,0,1,0,0,3.214,0.875,9.579,2,1.023,1.108,0,0,0,1.296,1,0,1,0,2.194,0.046,0,0,0.854,0,2,0,1,3.907,2.681,0,8.476,0,1,NRB
4.596,3.2495,1,0,0,0,2,46.2,0,1,0,0,3.214,0.875,9.54,2,1.023,1.108,0,0,0,1.3,1,0,1,0,2.175,0.046,0,0,1.069,0,2,0,1,3.879,2.681,0,8.473,0,1,NRB
4.562,3.173,1,0,0,0,2,46.2,0,1,0,0,3.796,0.875,9.54,2,1.016,1.1,0,0,0,1.347,1,1,0,0,2.17,0.045,1,0,1.14,0,2,0,1,6.879,2.51,0,11.593,0,1,NRB
4.596,3.2243,1,0,0,0,2,46.2,0,1,0,0,3.796,0.875,9.54,2,1.016,1.1,0,0,0,1.355,1,1,0,0,2.175,0.045,1,0,1.069,0,2,0,1,6.88,2.51,0,11.593,0,1,NRB
4.732,3.2896,1,0,0,0,2,46.2,0,1,0,0,3.796,0.875,9.579,2,1.016,1.1,0,0,0,1.351,1,1,0,0,2.194,0.045,1,0,0.854,0,2,0,1,6.88,2.51,0,11.593,0,1,NRB
4.619,2.6198,2,0,0,0,2,45.5,0,2,0,0,4.594,2.305,9.896,5,1.021,1.098,0,0,0,1.412,1,0,1,0,2.208,0.001,0,0,4.243,0,2,0,0,10.695,2.326,0,14.223,0,2,NRB
4.807,3.3155,1,0,0,0,3,43.8,1,1,0,0,3.297,0.881,9.833,2,1.012,1.113,0,0,0,1.296,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,0,1,3.921,2.568,0,8.562,0,1,NRB
4.807,3.3875,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.833,2,1.048,1.103,0,0,0,1.317,1,0,1,0,2.246,-0.026,0,0,1.06,0,3,0,1,4.009,2.802,0,8.87,0,2,NRB
4.807,3.3439,2,0,0,0,3,46.2,0,1,0,0,4.264,0.881,9.833,2,1.034,1.088,0,0,0,1.415,1,1,0,0,2.246,-0.025,1,0,1.06,0,3,0,1,6.892,2.5,0,12.274,0,2,NRB
4.912,3.4778,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.863,2,1.048,1.103,0,0,0,1.318,1,0,1,0,2.264,-0.026,0,0,0.95,0,3,0,1,4.068,2.802,0,8.872,0,2,NRB
4.912,3.4781,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.863,2,1.048,1.103,0,0,0,1.317,1,0,1,0,2.264,-0.026,0,0,0.95,0,3,0,1,4.032,2.802,0,8.872,0,2,NRB
4.807,3.3873,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.833,2,1.048,1.103,0,0,0,1.318,1,0,1,0,2.246,-0.026,0,0,1.06,0,3,0,1,4.05,2.802,0,8.87,0,2,NRB
4.732,3.3803,2,0,0,0,3,46.2,0,1,0,0,3.462,0.881,9.803,2,1.048,1.103,0,0,0,1.328,1,0,1,0,2.236,-0.026,0,0,0.95,0,3,0,1,3.998,2.802,0,8.868,0,2,NRB
5.071,3.8133,2,0,1,0,4,40,0,3,2,0,3.715,1.124,10.277,6,1.1,1.123,0,1,0,1.261,1,0,1,0,2.353,0.005,0,20.509,1.513,0,4,2,1,4.076,3.407,1,9.175,0,2,NRB
4.562,1.9651,0,0,0,0,2,48.3,0,1,0,0,3.609,0,10.054,4,0.983,1.107,0,0,0,1.296,2,0,0,0,2.194,0,0,0,4.13,0,0,0,0,3.587,1.989,0,8.536,0,0,NRB
4.962,2.3618,0,0,0,0,2,54.2,0,1,0,0.075,3.579,0.544,10.193,4,0.989,1.095,0,0,0,1.313,2,0,0,0,2.307,-0.001,0,11.846,2.627,0,0,0,0,3.755,2.286,0,8.63,0,0,NRB
4.641,3.0954,0,0,4,0,2,57.1,0,0,4,0,3.292,1.261,9.714,0,1.006,1.101,0,0,0,1.35,1,0,0,0,2.214,0.015,0,0,1.783,0,0,2,0,3.726,2.833,2,8.435,0,0,NRB
5.267,3.9658,4,0,4,0,6,57.1,0,0,4,0,4.005,1.197,10.51,0,1.099,1.085,0,0,0,1.402,1,0,1,0,2.438,0.001,0,0,1.254,0,4,2,0,4.254,3.103,2,9.543,0,4,NRB
4.869,3.0922,2,0,4,0,3,36,0,2,4,-0.393,3.83,1.831,10.363,2,1.037,1.135,0,0,0,1.25,1,0,1,0,2.296,-0.001,0,11.353,3.18,0,3,3,1,4.051,2.659,2,9.113,0,2,NRB
5.387,2.1249,5,0,7,0,9,44.2,0,5,6,-0.656,4.622,0.824,11.344,12,1.056,1.108,0,0,0,1.296,3,0,1,0,2.42,0,0,35.742,5.31,0,9,4,3,4.741,2.823,2,10.284,0,4,NRB
4.994,3.2017,0,0,2,0,2,37.5,2,2,1,-0.425,3.582,1.805,10.269,6,0.995,1.132,0,0,0,1.221,1,0,0,0,2.322,-0.001,0,11.111,2.668,0,1,0,1,3.713,2.322,1,8.49,0,0,NRB
4.975,3.2319,0,0,2,0,2,37.9,2,2,1,-0.432,3.525,1.733,10.222,6,0.998,1.132,0,0,0,1.222,1,0,0,0,2.311,0.001,0,11.023,2.571,0,1,0,1,3.713,2.381,1,8.464,0,0,NRB
4.872,3.4872,0,0,2,0,3,47.4,1,2,5,0,3.533,1.604,10.05,2,1.033,1.118,0,0,0,1.275,1,0,0,0,2.294,-0.002,0,19.925,2.223,0,2,4,0,3.783,2.923,2,8.667,0,0,NRB
4.499,2.125,0,0,0,0,0,33.3,1,0,0,0,2.843,1.125,9.311,0,0.961,1.138,0,0,0,1.199,1,0,0,0,2.136,0.034,0,0,1.481,1,0,0,0,3.15,1.542,0,7.158,0,0,NRB
4,2,0,0,0,0,0,33.3,0,0,0,0,2.565,0,8.623,0,0.961,1.138,0,0,0,1.167,1,0,0,0,2,0.103,0,0,0.667,0,0,0,0,3.003,1.5,0,6.76,0,0,NRB
4,2.2551,0,0,0,0,0,37.5,0,0,0,0,2.618,0,8.623,0,0.964,1.13,0,0,0,1.226,1,0,0,0,2,0.112,0,0,0.667,0,0,0,0,3.175,1.667,0,7.081,0,0,NRB
5.236,2.8937,6,0,0,0,0,33.3,0,0,0,0,5.031,0.799,10.434,0,1.043,1.091,0,0,0,1.534,1,1,1,0,2.414,0.004,1,0,0.873,0,0,0,0,6.951,2.155,0,13.179,0,6,NRB
4.414,2.1712,1,0,0,0,0,33.3,0,0,0,0,2.995,0.802,9.183,0,0.979,1.135,0,0,0,1.23,1,0,1,0,2.101,-0.064,0,0,0.975,0,0,0,0,3.658,1.849,0,7.988,0,1,NRB
4.814,2.5137,4,0,0,0,0,33.3,0,0,0,0,4.816,0.827,10.135,0,0.999,1.112,0,0,0,1.457,1,1,0,0,2.247,0.003,1,0,1.244,0,0,0,0,6.915,1.861,0,12.953,0,4,NRB
5.401,3.3983,6,0,0,0,6,34.6,3,1,0,0,4.883,2.184,11.058,5,0.998,1.12,0,0,0,1.391,1,0,1,0,2.466,0,0,0,3.079,0,6,0,0,10.323,2.159,0,14.019,0,5,NRB
5.276,3.4588,2,0,1,0,3,31,1,5,3,0,3.931,1.693,10.742,12,1.038,1.127,0,1,0,1.273,1,0,0,0,2.357,0,0,21.265,3.021,0,2,2,0,4.702,2.822,1,9.707,0,0,NRB
5.236,3.8407,5,0,0,0,6,46.2,0,1,0,0,5.017,0.799,10.434,2,1.086,1.051,0,0,0,1.542,1,1,0,0,2.414,0.004,1,0,0.873,0,6,0,1,6.982,2.479,0,13.184,0,5,NRB
5.459,3.6981,0,0,0,2,4,37.5,6,3,0,-1.093,3.762,1.162,11.1,8,0.993,1.13,0,0,0,1.233,1,0,0,0,2.467,0,0,11.22,1.737,0,1,0,2,3.883,2.546,0,8.814,0,0,NRB
5.295,3.5985,5,0,0,0,4,35.7,0,4,0,-0.016,4.233,1.846,10.866,11,1.063,1.116,0,0,0,1.297,1,0,1,0,2.394,0,0,11.888,3.082,0,3,0,0,4.432,2.794,0,9.894,0,4,NRB
4.868,2.343,0,0,0,0,3,50,1,0,0,0,3.542,0.816,10.187,0,0.971,1.104,0,0,0,1.322,2,0,0,0,2.307,-0.001,0,0,2.434,0,0,0,0,3.738,1.893,0,8.539,0,0,NRB
5.114,2.4193,0,0,0,0,4,47.1,3,0,0,0,3.66,0.703,10.497,0,0.969,1.11,0,0,0,1.324,2,0,0,0,2.374,0,0,0,2.706,0,0,0,0,3.771,1.875,0,8.682,0,0,NRB
4.732,2.1649,0,0,2,0,4,44.8,0,0,4,0,3.617,0.648,10.3,0,0.983,1.12,0,0,0,1.293,2,0,0,0,2.275,0,0,0,3.095,0,2,4,4,3.694,2.144,2,8.636,0,0,NRB
5.611,2.1018,0,0,0,1,4,45,0,2,0,0,3.889,0.548,10.936,4,0.987,1.114,0,0,0,1.259,3,0,0,0,2.488,0,0,0,2.321,0,2,0,2,3.787,2.171,0,8.859,0,0,NRB
4.961,2.4328,2,0,0,0,6,48.1,0,2,0,0,3.947,0.732,10.578,6,1.022,1.104,0,0,0,1.305,2,0,1,0,2.349,0,0,0,3.001,0,4,0,2,3.939,2.572,0,9.249,0,2,NRB
5.221,2.7448,6,0,0,0,10,48.1,0,2,0,0,4.379,0.74,10.991,6,1.07,1.095,0,0,0,1.336,2,0,1,0,2.449,0,0,0,3.068,0,8,0,2,4.183,2.802,0,9.891,0,6,NRB
4.887,2.291,2,0,2,0,6,44.8,0,0,4,0,3.936,0.732,10.577,0,1.005,1.116,0,0,0,1.32,2,0,1,0,2.329,0,0,0,3.219,0,4,4,4,3.954,2.337,2,9.239,0,2,NRB
5.415,2.605,0,0,0,2,8,40.4,8,2,0,0,4.08,1.006,11.361,8,0.979,1.124,0,0,0,1.277,2,0,0,0,2.459,0,0,0,3.688,0,2,0,2,3.872,2.133,0,9.14,0,0,NRB
4.887,1.7855,0,0,2,0,0,31.9,2,0,6,0,3.616,0.732,10.577,0,0.97,1.145,0,0,0,1.211,2,0,0,0,2.329,0,0,0,3.219,4,0,4,4,3.374,1.794,2,8.174,0,0,NRB
5.511,2.4453,0,0,0,1,4,45.5,2,2,0,0,3.741,0.732,10.806,4,0.992,1.113,0,0,0,1.271,2,0,0,0,2.42,0,0,0,2.731,0,2,0,2,3.785,2.348,0,8.784,0,0,NRB
5.076,1.9467,0,0,0,0,4,42,1,3,0,-0.185,4.049,2.094,10.679,10,0.989,1.121,0,0,0,1.25,2,0,0,0,2.372,0,0,12.363,5.623,0,2,0,1,3.827,2.222,0,8.963,0,0,NRB
5.656,2.6715,2,0,0,1,4,45.7,1,3,0,-0.741,4.116,1.33,10.978,9,1.02,1.11,0,0,0,1.279,2,0,1,0,2.481,0,0,12.298,2.211,0,2,0,1,3.944,2.562,0,9.362,0,2,NRB
5.534,2.6742,4,0,0,1,8,45.5,2,2,0,0,5.001,0.74,11.131,4,1.019,1.094,0,0,0,1.4,2,1,0,0,2.475,0,1,0,2.978,0,6,0,2,6.896,2.361,0,12.971,0,4,NRB
5.003,2.9434,0,0,3,0,3,50,0,0,3,0,3.347,0.629,10.084,0,0.982,1.108,0,0,0,1.321,3,0,0,0,2.351,0.004,0,0,1.075,0,1,2,2,3.876,2.091,1,8.48,0,0,NRB
5.097,2.9965,0,0,6,0,4,45.5,0,0,6,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.301,3,0,0,0,2.39,-0.002,0,0,1.128,0,2,4,4,3.918,2.222,2,8.577,0,0,NRB
5.119,3.0152,0,0,6,0,4,45.5,0,0,6,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.302,3,0,0,0,2.394,-0.002,0,0,1.098,0,2,4,4,3.921,2.222,2,8.577,0,0,NRB
4.933,2.0578,0,0,3,0,4,53.3,0,0,4,0,3.772,0,10.465,0,0.98,1.1,0,0,0,1.34,4,0,0,1,2.359,0,0,0,3.08,0,2,4,1,3.865,1.951,1,8.875,0,0,NRB
5.177,3.0834,2,0,0,0,5,52.6,0,1,0,0,3.754,0.773,10.418,3,1.027,1.093,0,0,0,1.337,3,0,1,0,2.426,0.001,0,0,1.085,0,3,0,1,4.122,2.504,0,9.163,0,2,NRB
4.861,2.4143,0,0,0,0,2,45.5,0,0,0,0,3.186,0,9.863,0,0.968,1.113,0,0,0,1.3,3,0,0,0,2.303,-0.007,0,0,1.047,0,0,0,0,3.657,1.733,0,8.069,0,0,NRB
4.802,2.1315,0,0,0,0,0,42.9,0,0,0,0,3.065,0,9.805,0,0.967,1.119,0,0,0,1.308,3,0,0,0,2.323,0.012,0,0,0.95,2,0,0,0,3.466,1.685,0,7.805,0,0,NRB
4.783,2.289,0,0,0,0,0,42.9,1,0,0,1.669,3.072,1.057,9.982,0,0.967,1.119,0,0,0,1.324,3,0,0,0,2.413,0.012,0,0,1.358,2,0,0,0,3.594,1.704,0,7.933,0,0,NRB
5,2.039,0,0,0,0,0,45.5,0,0,0,0,3.196,0,10.284,0,0.968,1.113,0,0,0,1.35,6,0,0,0,2.518,0.003,0,0,0.912,4,0,0,0,3.633,1.633,0,8.066,0,0,NRB
5.352,2.4062,0,0,3,0,5,53.8,0,2,3,-0.309,3.801,0.682,10.784,8,1.011,1.099,0,0,0,1.298,6,0,0,0,2.518,0,0,24.44,1.322,0,1,2,2,3.966,2.569,1,8.965,0,0,NRB
4.88,2.4429,0,0,0,0,4,50,0,2,0,0,3.578,0.673,10.289,4,1.003,1.104,0,0,0,1.277,2,0,0,0,2.316,-0.001,0,0,2.38,0,2,0,2,3.767,2.476,0,8.634,0,0,NRB
5.393,2.1651,0,0,0,1,2,47.4,2,0,0,1.199,3.776,0.662,10.741,0,0.969,1.109,0,0,0,1.317,2,0,0,0,2.366,0,0,0,3.601,0,0,0,0,3.697,1.931,0,8.77,0,0,NRB
5.124,1.6801,0,0,0,0,8,42.3,4,4,0,0,4.148,0.596,11.063,10,0.996,1.12,0,0,0,1.234,4,0,0,0,2.437,0,0,0,3.93,0,2,0,0,3.882,2,0,9.237,0,0,NRB
4.835,2.2543,0,0,3,0,3,53.8,0,0,4,0,3.666,0,10.423,0,0.982,1.099,0,0,0,1.354,4,0,0,1,2.417,0,0,0,2.345,0,0,4,1,3.942,1.944,1,8.839,0,0,NRB
4.802,2.6247,0,0,4,0,2,39.1,0,2,9,-0.538,3.601,1.489,10.297,3,1.027,1.137,0,0,0,1.245,3,0,0,1,2.386,-0.001,0,10.865,2.684,0,0,4,2,3.936,2.512,3,8.751,0,0,NRB
4.931,2.9714,0,0,3,0,3,41.2,0,2,6,0,3.507,1.028,10.239,4,1.05,1.137,0,1,0,1.273,3,0,0,1,2.375,-0.002,0,20.668,1.723,0,1,6,1,3.966,2.875,3,8.841,0,0,NRB
4.499,3.0701,0,0,1,0,0,46.7,0,0,1,0,3.013,1.125,9.311,0,0.984,1.116,0,0,0,1.299,1,0,0,0,2.136,0.045,0,0,1.481,0,0,2,0,3.599,2.208,1,7.964,0,0,NRB
4.414,3.2496,0,0,1,0,0,38.5,0,0,3,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.253,1,0,0,0,2.101,-0.081,0,0,0.975,0,0,3,2,3.587,2.381,2,7.838,0,0,NRB
4.414,3.201,0,0,0,0,0,38.5,0,0,3,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.252,1,0,0,0,2.101,-0.081,0,0,0.975,0,1,4,2,3.579,2.381,2,7.834,0,0,NRB
4.414,3.223,0,0,1,0,0,38.5,0,0,2,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.256,1,0,0,0,2.101,-0.081,0,0,0.975,0,1,4,2,3.581,2.381,2,7.834,0,0,NRB
5.003,3.0607,0,0,1,0,3,50,0,1,3,0,3.367,0.629,10.084,2,1.004,1.109,0,0,0,1.295,3,0,0,0,2.351,0.004,0,0,1.075,0,1,3,1,3.895,2.364,1,8.515,0,0,NRB
5.047,2.2477,1,0,2,0,4,52.2,0,0,4,0,3.678,0,10.4,0,0.988,1.09,0,0,0,1.366,6,0,0,1,2.414,0,0,0,1.443,0,4,4,1,4.046,1.929,1,8.933,0,0,NRB
5.29,3.4786,2,0,1,0,0,30,5,3,6,0,3.963,1.958,10.77,8,1.002,1.136,0,0,0,1.263,1,0,0,0,2.36,0,0,0,3.196,0,0,5,0,4.699,2.227,2,9.633,0,0,NRB
5,2.2838,0,0,6,0,4,41.5,0,0,8,0.556,3.887,1.048,10.745,0,0.982,1.128,0,0,0,1.281,2,0,0,0,2.358,0,0,0,3.585,0,2,6,1,3.796,2.067,3,8.919,0,0,NRB
4.802,2.3043,3,0,1,0,2,45,0,0,4,0,3.86,1.632,10.181,0,1.01,1.079,0,0,0,1.438,3,0,0,0,2.38,-0.001,0,0,3.108,0,0,2,0,4.346,2.25,2,9.455,0,0,NRB
5.775,1.4888,0,0,5,1,10,47.9,1,3,9,-0.314,4.579,0.42,11.693,14,0.992,1.111,0,0,0,1.286,11,0,0,1,2.666,0,0,13.296,3.124,1,5,8,1,4.026,2.024,2,9.653,1,0,NRB
4.837,3.2718,1,0,6,0,0,28.1,3,0,13,0,3.665,1.621,10.229,0,0.996,1.153,0,0,0,1.232,1,0,0,0,2.307,-0.001,0,0,2.315,0,0,3,2,3.939,2.111,5,8.797,0,0,NRB
4.985,2.5536,0,0,3,0,3,50,0,0,3,0,3.49,0.569,10.158,0,0.98,1.107,0,0,0,1.313,2,0,0,0,2.327,0.001,0,0,2.096,0,1,2,2,3.765,2.077,1,8.528,0,0,NRB
